
[1469] [05/02/2026, 19:02:15] Meu Amor 💙💙: Sabe se o Jp conhece de financiamento?
          [30/03/2026, 23:09:55] Meu Amor 💙💙: A gravata já é 12
          ‎[30/03/2026, 23:13:51] Meu Amor 💙💙: ‎imagem ocultada
[14739] ‎[30/03/2026, 23:23:02] Samuel Castro: ‎imagem ocultada
          [30/03/2026, 23:23:33] Samuel Castro: Vai ficar bem difernete na caixa
          [30/03/2026, 23:23:36] Samuel Castro: Kkkkkkk
[14775] [30/03/2026, 23:41:27] Meu Amor 💙💙: Vai sair 28
          [30/03/2026, 23:41:30] Meu Amor 💙💙: Mais a gravata
          [30/03/2026, 23:41:35] Samuel Castro: Sim so a carteira msm
[14784] [30/03/2026, 23:43:51] Meu Amor 💙💙: Que acho que vai ornar mais
          [30/03/2026, 23:44:14] Meu Amor 💙💙: Pq vai ser a gravata cinza, porta joias branco
          [30/03/2026, 23:44:18] Meu Amor 💙💙: Caixa branca
[14785] [30/03/2026, 23:44:14] Meu Amor 💙💙: Pq vai ser a gravata cinza, porta joias branco
          [30/03/2026, 23:44:18] Meu Amor 💙💙: Caixa branca
          [30/03/2026, 23:44:29] Meu Amor 💙💙: E a fica branca com detalhe preto
[14789] ‎[30/03/2026, 23:46:18] Samuel Castro: ‎imagem ocultada
          [30/03/2026, 23:46:35] Meu Amor 💙💙: Pede a gravata cinza
          [30/03/2026, 23:46:37] Meu Amor 💙💙: Pra ver como fica
[14800] [30/03/2026, 23:54:00] Meu Amor 💙💙: Ficou mesmo
          [30/03/2026, 23:54:07] Meu Amor 💙💙: Só a caixa que é preta
          [30/03/2026, 23:54:22] Meu Amor 💙💙: Acho que podemos fazer assim mesmo
[14805] [30/03/2026, 23:57:15] Meu Amor 💙💙: Mas na vdd precisamos de 9 grandes
          [30/03/2026, 23:57:19] Samuel Castro: 7.5 cm x 11 cm x 2 cm da carteira MEDIDAS: 10 X 10 X 5 cm porta joia  8x4 gravata ‎<Mensagem editada>
          [30/03/2026, 23:57:19] Meu Amor 💙💙: E 10 pequenas
[14808] [30/03/2026, 23:57:43] Meu Amor 💙💙: Teve um dos orçamentos que te mandei
          [30/03/2026, 23:57:49] Meu Amor 💙💙: Que tem a medida das caixas que ele ia usar
          [30/03/2026, 23:57:59] Meu Amor 💙💙: Da pra basear nelas
[14815] [31/03/2026, 00:00:33] Meu Amor 💙💙: Sim
          [31/03/2026, 00:01:55] Samuel Castro: Pra ficar a porta joia, gravata e carteira do lado do outro fica: 21,5 cm, pode colocar mais uns 3 cm para sobrar. 25 cm de largura da perfeitamente
          
[14822] [31/03/2026, 00:02:49] Meu Amor 💙💙: Oii bom dia.
          Orçamento caixas *SEM BERCINHO*:
          
[14824] 
          Caixa porta joia (madrinha)
          Caixa 13x13x6 R$ 25,00 cada
[14825] Caixa porta joia (madrinha)
          Caixa 13x13x6 R$ 25,00 cada
          
[14827] 
          Caixa gravata (padrinho)
          Caixa 13x13x6 R$ 25,00 cada
[14828] Caixa gravata (padrinho)
          Caixa 13x13x6 R$ 25,00 cada
          
[14830] 
          Caixa porta joias e gravata (casais)
          Caixa 18x12x6 R$ 45,00 cada
[14831] Caixa porta joias e gravata (casais)
          Caixa 18x12x6 R$ 45,00 cada
          
[14833] 
          Caixa porta joias e almofada (madrinha) 
          Caixa 18x12x6 R$ 45,00 cada
[14834] Caixa porta joias e almofada (madrinha) 
          Caixa 18x12x6 R$ 45,00 cada
          
[14836] 
          Caixa gravata e chaveiro (padrinho)
          Caixa 15x15x6 R$ 38,00 cada
[14837] Caixa gravata e chaveiro (padrinho)
          Caixa 15x15x6 R$ 38,00 cada
          
[14839] 
          Caixa gravata, chaveiro, porta joias e almofada (casais) 
          Caixa 20x20x6 R$ 62,00 cada
[14840] Caixa gravata, chaveiro, porta joias e almofada (casais) 
          Caixa 20x20x6 R$ 62,00 cada
          [31/03/2026, 00:02:50] Meu Amor 💙💙: Oii bom dia.
[14842] [31/03/2026, 00:02:50] Meu Amor 💙💙: Oii bom dia.
          Orçamento caixas *COM BERCINHO*:
          
[14844] 
          Caixa porta joia (madrinha)
          Caixa 15x15x6 R$ 45,00 cada
[14845] Caixa porta joia (madrinha)
          Caixa 15x15x6 R$ 45,00 cada
          
[14847] 
          Caixa gravata (padrinho)
          Caixa 15x15x6 R$ 45,00 cada
[14848] Caixa gravata (padrinho)
          Caixa 15x15x6 R$ 45,00 cada
          
[14850] 
          Caixa porta joias e gravata (casais)
          Caixa 20x15x6 R$ 55,00 cada
[14851] Caixa porta joias e gravata (casais)
          Caixa 20x15x6 R$ 55,00 cada
          
[14853] 
          Caixa porta joias e almofada (madrinha) 
          Caixa 20x15x6 R$ 55,00 cada
[14854] Caixa porta joias e almofada (madrinha) 
          Caixa 20x15x6 R$ 55,00 cada
          
[14856] 
          Caixa gravata e chaveiro (padrinho)
          Caixa 20x15x6 R$ 55,00 cada
[14857] Caixa gravata e chaveiro (padrinho)
          Caixa 20x15x6 R$ 55,00 cada
          
[14859] 
          Caixa gravata, chaveiro, porta joias e almofada (casais) 
          Caixa 25x25x6 R$ 80,00 cada
[14860] Caixa gravata, chaveiro, porta joias e almofada (casais) 
          Caixa 25x25x6 R$ 80,00 cada
          [31/03/2026, 00:02:56] Meu Amor 💙💙: Foi tipo isso mesmo
[14864] ‎[31/03/2026, 00:04:00] Samuel Castro: ‎figurinha omitida
          [31/03/2026, 00:04:55] Samuel Castro: Amor sabe o que o Gilson faz tranquilo? Espuma pra colocar embaixo do cetim e fica tipo de berco, posso pedir 20 espumas da medida da caixa e agente corta aqui do tamanho dos objetos
          [31/03/2026, 00:05:08] Samuel Castro: Se colocar um cetim de qualidade por cima acho que fica bom
[14870] [31/03/2026, 00:08:24] Meu Amor 💙💙: Eu acho que pode dar certo também
          [31/03/2026, 00:08:46] Meu Amor 💙💙: Fica bem encaixado
          [31/03/2026, 00:09:53] Samuel Castro: Amanha quero olhar algumas caixas mdf preta, ver se acha algumas mais em contas numa medida maior que aquelas de 15x15
[14871] [31/03/2026, 00:08:46] Meu Amor 💙💙: Fica bem encaixado
          [31/03/2026, 00:09:53] Samuel Castro: Amanha quero olhar algumas caixas mdf preta, ver se acha algumas mais em contas numa medida maior que aquelas de 15x15
          [31/03/2026, 00:10:15] Samuel Castro: O cetim vou pedir uma amostra pra gente ver
[14874] [31/03/2026, 00:10:17] Samuel Castro: Do branco e do preto
          [31/03/2026, 00:10:31] Meu Amor 💙💙: Não quero caixa preta
          [31/03/2026, 00:10:34] Meu Amor 💙💙: Nem o cetim
[14879] [31/03/2026, 00:13:12] Meu Amor 💙💙: Na minha shopee tinha dado 534
          [31/03/2026, 00:13:14] Meu Amor 💙💙: Todas as caixas
          [31/03/2026, 00:13:28] Meu Amor 💙💙: Mas fui finalizar pra ver e não entrega no meu endereço
[14882] [31/03/2026, 00:14:02] Samuel Castro: Deve que n entrega em anapolis ne
          [31/03/2026, 00:14:27] Meu Amor 💙💙: Teve um cara que fiz orçamento em Goiânia ele vende muita caixa
          [31/03/2026, 00:14:33] Meu Amor 💙💙: Mas é daquelas de papelão duro
[14902] [31/03/2026, 00:27:31] Meu Amor 💙💙: Eu deixei ele no vácuo
          [31/03/2026, 00:27:40] Meu Amor 💙💙: Pq perguntei da caixa livro
          [31/03/2026, 00:27:43] Samuel Castro: Faco dms
[14908] [31/03/2026, 00:31:24] Meu Amor 💙💙: É vdd
          [31/03/2026, 00:31:33] Meu Amor 💙💙: E já tem que ir lá pra comprar a gravata mesmo
          [31/03/2026, 00:32:19] Samuel Castro: poise e voce ve os modelos que tem la
[14910] [31/03/2026, 00:32:19] Samuel Castro: poise e voce ve os modelos que tem la
          [31/03/2026, 00:38:23] Meu Amor 💙💙: Então já vou atrás das coisas de dentro da caixa
          [31/03/2026, 00:38:25] Meu Amor 💙💙: Pra agilizar
[14939] [31/03/2026, 00:50:01] Samuel Castro: Voce buscou mt orcamenoto
          [31/03/2026, 00:50:02] Meu Amor 💙💙: Quero ver como é a forma de pagamento dos buffets também
          [31/03/2026, 00:50:04] Samuel Castro: Pqp